,dms_id,protein_name,uniprot_id,dms_name,offset,protein_properties,dms_assay,Ascan_id,ascan_assay,dmsa_id,assumed_compatibility,reason,note
198,urn:mavedb:00000061-c-1,RAF1,P04049,RAF1-modify-6h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-c-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
199,urn:mavedb:00000061-c-1,RAF1,P04049,RAF1-modify-6h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-c-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
200,urn:mavedb:00000061-d-1,RAF1,P04049,RAF1-modify-8h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-d-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
201,urn:mavedb:00000061-d-1,RAF1,P04049,RAF1-modify-8h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-d-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
202,urn:mavedb:00000061-d-1,RAF1,P04049,RAF1-modify-8h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-d-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
203,urn:mavedb:00000061-d-1,RAF1,P04049,RAF1-modify-8h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-d-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
204,urn:mavedb:00000061-e-1,RAF1,P04049,RAF1-modify-10h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-e-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
205,urn:mavedb:00000061-e-1,RAF1,P04049,RAF1-modify-10h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-e-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
206,urn:mavedb:00000061-e-1,RAF1,P04049,RAF1-modify-10h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-e-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
207,urn:mavedb:00000061-e-1,RAF1,P04049,RAF1-modify-10h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-e-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
208,urn:mavedb:00000061-f-1,RAF1,P04049,RAF1-modify-12h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-f-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
209,urn:mavedb:00000061-f-1,RAF1,P04049,RAF1-modify-12h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-f-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
210,urn:mavedb:00000061-f-1,RAF1,P04049,RAF1-modify-12h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-f-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
211,urn:mavedb:00000061-f-1,RAF1,P04049,RAF1-modify-12h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-f-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
212,urn:mavedb:00000061-g-1,RAF1,P04049,RAF1-modify-24h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-g-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
213,urn:mavedb:00000061-g-1,RAF1,P04049,RAF1-modify-24h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-g-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
214,urn:mavedb:00000061-g-1,RAF1,P04049,RAF1-modify-24h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-g-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
215,urn:mavedb:00000061-g-1,RAF1,P04049,RAF1-modify-24h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-g-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
216,urn:mavedb:00000061-h-1,RAF1,P04049,RAF1-modify-48h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-h-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
217,urn:mavedb:00000061-h-1,RAF1,P04049,RAF1-modify-48h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-h-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
218,urn:mavedb:00000061-h-1,RAF1,P04049,RAF1-modify-48h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-h-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
219,urn:mavedb:00000061-h-1,RAF1,P04049,RAF1-modify-48h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-h-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
220,urn:mavedb:00000061-i-1,RAF1,P04049,RAF1-modify-72h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_lowionic,"The assay measures the disscoiation constant between RAS and RAF, in low ionic strength.",urn:mavedb:00000061-i-1@raf1_kd_lowionic,Medium,AS selects under non-physical condition.,Non-physical condition
221,urn:mavedb:00000061-i-1,RAF1,P04049,RAF1-modify-72h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_kd_physicoion,"The assay measures the disscoiation constant between RAS and RAF, in physiological ionic strength.",urn:mavedb:00000061-i-1@raf1_kd_physicoion,High,Assays select on similar specific protein property.,
222,urn:mavedb:00000061-i-1,RAF1,P04049,RAF1-modify-72h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase.,urn:mavedb:00000061-i-1@raf1_transact_erk1,Low,AS has no effect according to the paper.,Used as control result
223,urn:mavedb:00000061-i-1,RAF1,P04049,RAF1-modify-72h,51,It is a kinase working in the RAS-RAF1-ERK1 signalling pathway.,The KRAS and RAF proteins are each linked with a part of RNA polemerase. RAF1 binds to RAS will make intact RNA polemerase which is essential for phage replication.,raf1_transact_erk1G12V,Functioning RAF1 will activate ERK-1 and lead to the transcription of luciferase. Constantly activated RAS-G12V is used.,urn:mavedb:00000061-i-1@raf1_transact_erk1G12V,High,Assays select on similar specific protein property.,
166,urn:mavedb:00000057-a-1,RAS,P01112,RAS-unregulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is not regulated by GAP or GEF.,ras_yoshi_gdpdis,"The assay measures the dissociation rate between RAS and GTP by titration, without regulator.",urn:mavedb:00000057-a-1@ras_yoshi_gdpdis,Medium,Assays select on different yet specific protein properties.,
167,urn:mavedb:00000057-a-1,RAS,P01112,RAS-unregulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is not regulated by GAP or GEF.,ras_yoshi_gtpdis,"The assay measures the dissociation rate between RAS and GDP by titration, without regulator.",urn:mavedb:00000057-a-1@ras_yoshi_gtpdis,Medium,Assays select on different yet specific protein properties.,
168,urn:mavedb:00000057-a-1,RAS,P01112,RAS-unregulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is not regulated by GAP or GEF.,ras_yoshi_gtphydro,"The assay measures GTP hydrolysis rate by biochemical method, without regulator.",urn:mavedb:00000057-a-1@ras_yoshi_gtphydro,Medium,Assays select on different yet specific protein properties.,
169,urn:mavedb:00000057-a-1,RAS,P01112,RAS-unregulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is not regulated by GAP or GEF.,ras_yoshi_outgrowth,"Functioning Ras has signal-transduction activity and cause the differentiation of PC12 cells. The scores are proportion of PC12 cells differentiated, measured by neurite outgrowth.",urn:mavedb:00000057-a-1@ras_yoshi_outgrowth,Medium,"One assay measures protein general property, but the other measures a specific one.",
170,urn:mavedb:00000057-b-1,RAS,P01112,RAS-attenuated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP only.,ras_yoshi_gdpdis,"The assay measures the dissociation rate between RAS and GTP by titration, without regulator.",urn:mavedb:00000057-b-1@ras_yoshi_gdpdis,Medium,Assays select on different yet specific protein properties.,
171,urn:mavedb:00000057-b-1,RAS,P01112,RAS-attenuated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP only.,ras_yoshi_gtpdis,"The assay measures the dissociation rate between RAS and GDP by titration, without regulator.",urn:mavedb:00000057-b-1@ras_yoshi_gtpdis,Medium,Assays select on different yet specific protein properties.,
172,urn:mavedb:00000057-b-1,RAS,P01112,RAS-attenuated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP only.,ras_yoshi_gtphydro,"The assay measures GTP hydrolysis rate by biochemical method, without regulator.",urn:mavedb:00000057-b-1@ras_yoshi_gtphydro,Medium,Assays select on different yet specific protein properties.,
173,urn:mavedb:00000057-b-1,RAS,P01112,RAS-attenuated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP only.,ras_yoshi_outgrowth,"Functioning Ras has signal-transduction activity and cause the differentiation of PC12 cells. The scores are proportion of PC12 cells differentiated, measured by neurite outgrowth.",urn:mavedb:00000057-b-1@ras_yoshi_outgrowth,Medium,"One assay measures protein general property, but the other measures a specific one.",
174,urn:mavedb:00000057-c-1,RAS,P01112,RAS-regulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP and GEF.,ras_yoshi_gdpdis,"The assay measures the dissociation rate between RAS and GTP by titration, without regulator.",urn:mavedb:00000057-c-1@ras_yoshi_gdpdis,Medium,Assays select on different yet specific protein properties.,
175,urn:mavedb:00000057-c-1,RAS,P01112,RAS-regulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP and GEF.,ras_yoshi_gtpdis,"The assay measures the dissociation rate between RAS and GDP by titration, without regulator.",urn:mavedb:00000057-c-1@ras_yoshi_gtpdis,Medium,Assays select on different yet specific protein properties.,
176,urn:mavedb:00000057-c-1,RAS,P01112,RAS-regulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP and GEF.,ras_yoshi_gtphydro,"The assay measures GTP hydrolysis rate by biochemical method, without regulator.",urn:mavedb:00000057-c-1@ras_yoshi_gtphydro,Medium,Assays select on different yet specific protein properties.,
177,urn:mavedb:00000057-c-1,RAS,P01112,RAS-regulated,1,"It is the start of the RAS-RAF1-ERK1 signalling pathway. RAS is regulated by GEF which accelerates the release of GDP, and GAP which accelerates the hydrolysis of GTP.",RAS and RAF are each linked with a part of a transcription factor. The combination of them will cause the expression of an antibiotic resistance gene keep cell surviving. The experiment is under the regulation of GAP and GEF.,ras_yoshi_outgrowth,"Functioning Ras has signal-transduction activity and cause the differentiation of PC12 cells. The scores are proportion of PC12 cells differentiated, measured by neurite outgrowth.",urn:mavedb:00000057-c-1@ras_yoshi_outgrowth,Medium,"One assay measures protein general property, but the other measures a specific one.",
407,urn:mavedb:00000045-a-1,SNCA,P37840,SNCA-45a,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-a-1@nan,,,
408,urn:mavedb:00000045-b-1,SNCA,P37840,SNCA-45b,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-b-1@nan,,,
409,urn:mavedb:00000045-c-1,SNCA,P37840,SNCA-45c,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-c-1@nan,,,
410,urn:mavedb:00000045-d-1,SNCA,P37840,SNCA-45d,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-d-1@nan,,,
411,urn:mavedb:00000045-e-1,SNCA,P37840,SNCA-45e,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-e-1@nan,,,
412,urn:mavedb:00000045-f-1,SNCA,P37840,SNCA-45f,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-f-1@nan,,,
413,urn:mavedb:00000045-g-1,SNCA,P37840,SNCA-45g,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-g-1@nan,,,
414,urn:mavedb:00000045-h-1,SNCA,P37840,SNCA-45h,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-h-1@nan,,,
415,urn:mavedb:00000045-i-1,SNCA,P37840,SNCA-45i,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-i-1@nan,,,
416,urn:mavedb:00000045-j-1,SNCA,P37840,SNCA-45j,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-j-1@nan,,,
417,urn:mavedb:00000045-k-1,SNCA,P37840,SNCA-Expression,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",SNCA is fused with GFP and sorted for expression level.,,,urn:mavedb:00000045-k-1@nan,,,
418,urn:mavedb:00000045-l-1,SNCA,P37840,SNCA-45l,0,"SNCA is a neuronal protein with multiple functions. It has many conformational states including membrane-bound, oligomers, amyloids and disordered, which may relevant to its properties.",Functioning SNCA in yeast set up will bind to membrane which is related to its cell toxicity and suppress yeast growth. Higher binding affinity will have higher score. The experiment is done treated with chemical perturbations including natural compounds.,,,urn:mavedb:00000045-l-1@nan,,,
403,urn:mavedb:00000041-a-1,SRC,P12931,SRC-CD,269,SRC is a tyrosine kinase that is regulated in different pathways.,Functioning SRC will suppress cell growth by increasing the level of phospho-tyrosine.,,,urn:mavedb:00000041-a-1@nan,,,
404,urn:mavedb:00000041-b-1,SRC,P12931,SRC-SH4,1,SRC is a tyrosine kinase that is regulated in different pathways.,Functioning SRC will suppress cell growth by increasing the level of phospho-tyrosine.,,,urn:mavedb:00000041-b-1@nan,,,
281,urn:mavedb:00000001-b-2,SUMO1,P63165,SUMO1,0,It's a ubiquitin-like protein that can be monomerically or polymerically added to other proteins with multiple effects.,Functioning SUMO1 mutants will rescue SUMO1 deficient yeast under high temperature condition.,sumo1_galtat,Conjugation of SUMO1 inhibits of transcription which is measured by luciferase assay.,urn:mavedb:00000001-b-2@sumo1_galtat,Medium,"One assay measures protein general property, but the other measures a specific one.",
282,urn:mavedb:00000001-b-2,SUMO1,P63165,SUMO1,0,It's a ubiquitin-like protein that can be monomerically or polymerically added to other proteins with multiple effects.,Functioning SUMO1 mutants will rescue SUMO1 deficient yeast under high temperature condition.,sumo1_tat3,Conjugation of SUMO1 inhibits of transcription which is measured by luciferase assay.,urn:mavedb:00000001-b-2@sumo1_tat3,Medium,"One assay measures protein general property, but the other measures a specific one.",
429,urn:mavedb:00000060-a-1,TDP-43,Q13148,TDP43-Toxicity-front,289,TDP-43 normally works as a transcription suppresor with other functions. Its solubility is potentially related to its toxicity in neural cells.,Non-aggregating TDP-43 are toxic that will suppress cell growth which will have high toxicity and highly scored.,,,urn:mavedb:00000060-a-1@nan,,,
430,urn:mavedb:00000060-a-2,TDP-43,Q13148,TDP43-Toxicity-back,331,TDP-43 normally works as a transcription suppresor with other functions. Its solubility is potentially related to its toxicity in neural cells.,Non-aggregating TDP-43 are toxic that will suppress cell growth which will have high toxicity and highly scored.,,,urn:mavedb:00000060-a-2@nan,,,
435,urn:mavedb:00000067-a-1,TECR,Q9NZ01,TECR,0,,,,,urn:mavedb:00000067-a-1@nan,,,
436,urn:mavedb:00000070-a-2,TEM-1,P62593,TEM1-Firnberg,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in Amp.,,,urn:mavedb:00000070-a-2@nan,,,
437,urn:mavedb:00000086-a-1,TEM-1,P62593,TEM1-Stiffler-10,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 10 ug/ml Amp.,,,urn:mavedb:00000086-a-1@nan,,,
438,urn:mavedb:00000086-b-1,TEM-1,P62593,TEM1-Stiffler-39,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 39 ug/ml Amp.,,,urn:mavedb:00000086-b-1@nan,,,
439,urn:mavedb:00000086-c-1,TEM-1,P62593,TEM1-Stiffler-156,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 156 ug/ml Amp.,,,urn:mavedb:00000086-c-1@nan,,,
440,urn:mavedb:00000086-d-1,TEM-1,P62593,TEM1-Stiffler-625,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 625 ug/ml Amp.,,,urn:mavedb:00000086-d-1@nan,,,
441,urn:mavedb:00000086-e-1,TEM-1,P62593,TEM1-Stiffler-2500,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 2500 ug/ml Amp.,,,urn:mavedb:00000086-e-1@nan,,,
442,urn:mavedb:00000086-f-1,TEM-1,P62593,TEM1-Stiffler-015,0,"TEM-1, as known as beta-lactamase, is an enzyme that can help host bacteria resist penicillin antibiotics lik ampicillin (Amp)",Functioning TEM-1 will support bacteria survival in 0.15 ug/ml Amp.,,,urn:mavedb:00000086-f-1@nan,,,
